name,description,price,currency,category,status,images,tags,autoResponse,stock
Curso Piano Profesional Completo,Curso 100% en línea con videos descargables para aprender piano desde cero hasta nivel profesional. +80 lecciones en video HD con acceso de por vida,60000,COP,DIGITAL,AVAILABLE,https://landein-page-pian2.vercel.app/piano-curso.jpg,"curso,piano,musica,online,profesional",¡Excelente elección! El curso de piano incluye +80 lecciones en video HD. Acceso inmediato después del pago con garantía de 7 días.,999
Mega Pack 01: Cursos Diseño Gráfico,Cursos completos de Photoshop Illustrator InDesign y técnicas profesionales de diseño gráfico,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack01.jpg,"diseño,grafico,photoshop,illustrator,curso",Este Mega Pack incluye cursos completos de diseño gráfico profesional. Acceso inmediato.,999
Mega Pack 02: Cursos Microsoft Office,Cursos completos de Word Excel PowerPoint y Access desde básico hasta avanzado,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack02.jpg,"office,word,excel,powerpoint,curso",Aprende Microsoft Office completo con este Mega Pack. Ideal para oficina y productividad.,999
Mega Pack 03: Cursos Inglés,Cursos de inglés desde básico hasta avanzado incluyendo conversación y negocios,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack03.jpg,"ingles,idiomas,conversacion,curso",Domina el inglés con este Mega Pack completo. Desde básico hasta nivel de negocios.,999
Mega Pack 04: Cursos Excel,Excel desde básico hasta avanzado con fórmulas tablas dinámicas y macros,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack04.jpg,"excel,office,formulas,macros,curso",Conviértete en experto en Excel con este Mega Pack especializado.,999
Mega Pack 05: Cursos Hacking Ético,Seguridad informática pentesting y auditorías de sistemas,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack05.jpg,"hacking,seguridad,pentesting,curso",Aprende seguridad informática y hacking ético profesional.,999
Mega Pack 06: Mega Pack Infografías,Plantillas y técnicas para crear infografías profesionales,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack06.jpg,"infografias,diseño,plantillas",Crea infografías impactantes con este pack de plantillas y técnicas.,999
Mega Pack 07: Archivos editables de diseño gráfico,Archivos fuente editables para diseño gráfico profesional,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack07.jpg,"diseño,editables,plantillas",Archivos fuente completamente editables para tus proyectos de diseño.,999
Mega Pack 08: Instaladores,Software y herramientas de instalación profesionales,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack08.jpg,"software,instaladores,herramientas",Colección de instaladores y software profesional.,999
Mega Pack 09: Curso Memoria Poderosa,Técnicas de memorización y aprendizaje acelerado,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack09.jpg,"memoria,aprendizaje,tecnicas,curso",Mejora tu memoria y capacidad de aprendizaje con técnicas probadas.,999
Mega Pack 10: 3700 Libros Digitales,Biblioteca digital con 3700 libros en diversos temas,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack10.jpg,"libros,digital,biblioteca",Biblioteca digital completa con 3700 libros en formato digital.,999
Mega Pack 11: Cursos Marketing Digital,SEO SEM Google Ads y estrategias de redes sociales,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack11.jpg,"marketing,digital,seo,sem,curso",Domina el marketing digital con este pack completo de cursos.,999
Mega Pack 12: Gastronomía Internacional,Recetas y técnicas culinarias de cocina internacional,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack12.jpg,"gastronomia,cocina,recetas",Aprende cocina internacional con recetas y técnicas profesionales.,999
Mega Pack 13: Ingeniería y Arquitectura,Cursos especializados en ingeniería y arquitectura,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack13.jpg,"ingenieria,arquitectura,curso",Cursos profesionales de ingeniería y arquitectura.,999
Mega Pack 14: Pack Plantillas 100% Editables,Plantillas completamente personalizables para diversos usos,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack14.jpg,"plantillas,editables,diseño",Plantillas 100% editables para todos tus proyectos.,999
Mega Pack 15: FX Presets After Effects y Premiere,Efectos y presets para edición de video profesional,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack15.jpg,"video,efectos,premiere,aftereffects",Efectos y presets profesionales para edición de video.,999
Mega Pack 16: Cursos Premium +900 GB,Python JavaScript Java C++ desarrollo web y móvil,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack16.jpg,"programacion,python,javascript,curso",Mega colección de cursos de programación con +900 GB de contenido.,999
Mega Pack 17: Apps Android Premium,Desarrollo de aplicaciones Android profesionales,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack17.jpg,"android,apps,desarrollo,curso",Aprende a desarrollar aplicaciones Android profesionales.,999
Mega Pack 18: Reparación de teléfonos y tablets,Técnicas de reparación de dispositivos móviles,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack18.jpg,"reparacion,moviles,tablets,curso",Curso completo de reparación de teléfonos y tablets.,999
Mega Pack 19: WordPress,Landing Pages Plugins y Themes para WordPress,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack19.jpg,"wordpress,web,plugins,themes",Todo lo que necesitas para dominar WordPress.,999
Mega Pack 20: AudioLibros,Colección de audiolibros profesionales en diversos temas,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack20.jpg,"audiolibros,audio,libros",Colección premium de audiolibros en diversos temas.,999
Mega Pack 21: Pack Sublimado,Técnicas y recursos para sublimación profesional,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack21.jpg,"sublimado,diseño,tecnicas",Todo para sublimación profesional: técnicas y recursos.,999
Mega Pack 22: Curso Crecimiento Personal,Desarrollo personal y profesional completo,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack22.jpg,"desarrollo,personal,motivacion,curso",Transforma tu vida con este curso de crecimiento personal.,999
Mega Pack 23: Ensamblaje y Mantenimiento,Ensamblaje y mantenimiento de computadores,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack23.jpg,"computadores,ensamblaje,mantenimiento,curso",Aprende ensamblaje y mantenimiento de computadores.,999
Mega Pack 24: Recursos para diseño Arquitectura,Recursos especializados en diseño arquitectónico,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack24.jpg,"arquitectura,diseño,recursos",Recursos profesionales para diseño arquitectónico.,999
Mega Pack 25: Construcción en Drywall,Técnicas de construcción en drywall paso a paso,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack25.jpg,"drywall,construccion,tecnicas",Aprende construcción en drywall con técnicas profesionales.,999
Mega Pack 26: Macros,Automatización con macros en Excel y Office,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack26.jpg,"macros,excel,automatizacion",Domina las macros para automatizar tareas en Office.,999
Mega Pack 27: Cursos MultiProfesiones,Diversos oficios y profesiones en un solo pack,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack27.jpg,"oficios,profesiones,curso",Aprende múltiples oficios y profesiones.,999
Mega Pack 28: PreUniversitario-Psicología,Preparación universitaria especializada en psicología,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack28.jpg,"psicologia,universidad,curso",Preparación completa para estudios universitarios en psicología.,999
Mega Pack 29: Curso Resina,Trabajo con resinas y manualidades profesionales,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack29.jpg,"resina,manualidades,curso",Aprende a trabajar con resinas de forma profesional.,999
Mega Pack 30: BODA Bartender y Producción Musical,Organización de eventos y producción musical,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack30.jpg,"eventos,bartender,musica,curso",Cursos de organización de eventos bartender y producción musical.,999
Mega Pack 31: 550 Planos de Muebles de Melamina,Planos detallados para fabricación de muebles,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack31.jpg,"muebles,planos,melamina",550 planos profesionales para muebles de melamina.,999
Mega Pack 32: Universitario,Recursos completos para estudios universitarios,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack32.jpg,"universidad,recursos,estudio",Recursos completos para tu carrera universitaria.,999
Mega Pack 33: Filmora 9,Recursos y tutoriales completos para Filmora,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack33.jpg,"filmora,video,edicion",Todo lo que necesitas para dominar Filmora 9.,999
Mega Pack 34: Plantillas Canva MEGA Pro,Plantillas profesionales premium para Canva,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack34.jpg,"canva,plantillas,diseño",Plantillas profesionales premium para Canva.,999
Mega Pack 35: Álbumes digitales de colección,Álbumes digitales especializados y de colección,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack35.jpg,"albumes,digital,coleccion",Colección de álbumes digitales especializados.,999
Mega Pack 36: Libros de Pedagogía,Recursos pedagógicos y educativos profesionales,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack36.jpg,"pedagogia,educacion,libros",Biblioteca completa de recursos pedagógicos.,999
Mega Pack 37: Marketing & Ventas,Estrategias de marketing y técnicas de ventas,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack37.jpg,"marketing,ventas,estrategias",Domina el marketing y las ventas con este pack.,999
Mega Pack 38: Redes Sociales,Gestión profesional de redes sociales,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack38.jpg,"redes,sociales,marketing",Conviértete en experto en gestión de redes sociales.,999
Mega Pack 39: Trading,Trading Forex y análisis técnico profesional,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack39.jpg,"trading,forex,inversiones",Aprende trading y análisis técnico profesional.,999
Mega Pack 40: Educación,Recursos educativos generales y especializados,20000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/megapack40.jpg,"educacion,recursos,curso",Recursos educativos completos para todos los niveles.,999
PACK COMPLETO 40 Mega Packs,Acceso a TODOS los 40 Mega Packs. Ahorro de $740.000 COP. Contenido valorado en $800.000 COP con acceso de por vida y actualizaciones incluidas,60000,COP,DIGITAL,AVAILABLE,https://ejemplo.com/pack-completo.jpg,"megapacks,completo,todo,ahorro",¡OFERTA ESPECIAL! Acceso a los 40 Mega Packs por solo $60.000. Ahorras $740.000. Acceso de por vida con actualizaciones incluidas.,999
Laptop ASUS VivoBook Ryzen 3,AMD Ryzen 3 7320U 8GB DDR5 512GB SSD 15.6 FHD FreeDOS Silver,1189000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,ryzen",Laptop ASUS VivoBook con procesador AMD Ryzen 3. Ideal para trabajo y estudio. Disponible en stock.,15
Laptop ASUS VivoBook i5,Intel Core i5-12500H 8GB DDR4 512GB SSD 15.6 FHD FreeDOS Quiet Blue,1650000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,intel",Laptop ASUS VivoBook con Intel Core i5. Excelente rendimiento para multitarea.,12
Laptop ASUS VivoBook Ryzen 5 16GB,AMD Ryzen 5 7520U 16GB DDR5 512GB SSD 15.6 FHD FreeDOS Cool Silver,1498000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,ryzen",Laptop ASUS VivoBook Ryzen 5 con 16GB RAM. Perfecto para productividad.,10
Laptop ASUS VivoBook Ryzen 5 Black,AMD Ryzen 5 7520U 16GB DDR5 512GB SSD 15.6 FHD FreeDOS Black con morral,1668000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,ryzen,morral",Laptop ASUS VivoBook Ryzen 5 en negro. Incluye morral de regalo.,8
Laptop ASUS VivoBook OLED,AMD Ryzen 5 7520U 16GB DDR5 512GB SSD 15.6 OLED FHD FreeDOS Cool Silver,1755000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,oled",Laptop ASUS VivoBook con pantalla OLED. Colores vibrantes y contraste perfecto.,7
Laptop ASUS VivoBook Ryzen 7,AMD Ryzen 7 5825U 16GB DDR4 1TB SSD 15.6 FHD FreeDOS Cool Silver,1699000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,ryzen7",Laptop ASUS VivoBook Ryzen 7 con 1TB de almacenamiento. Alto rendimiento.,6
Laptop ASUS VivoBook i7,Intel Core i7-13620H 16GB DDR5 512GB SSD 15.6 FHD FreeDOS Quiet Blue,2029000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,intel,i7",Laptop ASUS VivoBook con Intel Core i7. Máximo rendimiento para profesionales.,5
Laptop ASUS VivoBook i7 16,Intel Core i7-13620H 16GB DDR5 512GB SSD 16 WUXGA Sin SO Indie Black,2299000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,intel,i7",Laptop ASUS VivoBook 16 pulgadas con Intel Core i7. Pantalla grande para productividad.,4
Laptop ASUS VivoBook i7 1TB,Intel Core i7-13620H 16GB DDR4 1TB SSD 15.6 FHD FreeDOS Cool Silver,2389000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,intel,i7",Laptop ASUS VivoBook i7 con 1TB de almacenamiento. Ideal para profesionales.,3
Laptop ASUS VivoBook Ryzen 7 OLED,AMD Ryzen 7 8840HS 16GB DDR5 1TB SSD 14 FHD OLED FreeDOS Jade Black,3999000,COP,PHYSICAL,AVAILABLE,/fotos/portatil_asus_vivobook_15_x150_1.webp,"laptop,asus,vivobook,ryzen7,oled",Laptop ASUS VivoBook premium con Ryzen 7 y pantalla OLED. Máxima calidad.,2
Laptop ASUS TUF Gaming Ryzen 5,AMD Ryzen 5 7535HS 8GB DDR5 512GB SSD 15.6 FHD RTX 2050 4GB FreeDOS Black,2390000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-gaming.webp,"laptop,gaming,asus,tuf,ryzen",Laptop gaming ASUS TUF con RTX 2050. Perfecto para juegos y diseño.,8
Laptop ASUS TUF Gaming Ryzen 7,AMD Ryzen 7 260 16GB DDR5 512GB SSD 16 FHD RTX 5050 8GB FreeDOS con mochila,5599000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-gaming.webp,"laptop,gaming,asus,tuf,ryzen7",Laptop gaming ASUS TUF Ryzen 7 con RTX 5050. Incluye mochila gaming.,4
Laptop ASUS TUF Gaming Ryzen 9,AMD Ryzen 9 8940HX 32GB DDR5 1TB SSD 16 FHD RTX 5060 8GB FreeDOS Eclipse Gray,6849000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-gaming.webp,"laptop,gaming,asus,tuf,ryzen9",Laptop gaming ASUS TUF Ryzen 9 con RTX 5060. Máximo rendimiento gaming.,2
Laptop ASUS ROG Strix i9,Intel Core i9-14900HX 32GB DDR5 1TB SSD 16 WQXGA RTX 4060 8GB Windows 11 con mochila y mouse,8799000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-gaming-rog.webp,"laptop,gaming,asus,rog,i9",Laptop gaming ASUS ROG Strix i9. Lo mejor para gaming profesional. Incluye mochila y mouse.,2
Laptop Lenovo i3,Intel Core i3 1315U 8GB RAM 256GB SSD 14 FHD Linux Iron Grey,1260000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-lenovo.webp,"laptop,lenovo,intel,i3",Laptop Lenovo con Intel Core i3. Ideal para tareas básicas y estudio.,10
Laptop Lenovo Ryzen 5,AMD Ryzen 5 7520U 16GB LPDDR5 512GB SSD 14 FHD Linux Arctic Grey,1389000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-lenovo.webp,"laptop,lenovo,ryzen",Laptop Lenovo Ryzen 5 con 16GB RAM. Excelente relación calidad-precio.,8
Laptop Lenovo i5,Intel Core i5 13420H 8GB DDR5 512GB SSD 15.6 FHD FreeDOS Luna Grey,1729000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-lenovo.webp,"laptop,lenovo,intel,i5",Laptop Lenovo con Intel Core i5. Rendimiento confiable para trabajo.,7
Laptop Lenovo Ryzen 7,AMD Ryzen 7 7730U 16GB DDR4 1TB SSD 15.6 FHD FreeDOS Arctic Grey,2099000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-lenovo.webp,"laptop,lenovo,ryzen7",Laptop Lenovo Ryzen 7 con 1TB de almacenamiento. Alto rendimiento.,5
Laptop Lenovo i7,Intel Core i7-13620H 16GB LPDDR5 512GB SSD 15.6 FHD FreeDOS Arctic Grey,2379000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-lenovo.webp,"laptop,lenovo,intel,i7",Laptop Lenovo con Intel Core i7. Máximo rendimiento profesional.,4
Laptop HP Ryzen 3,AMD Ryzen 3 7330U 8GB DDR4 512GB SSD 14 HD FreeDOS Negro,1150000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-hp.webp,"laptop,hp,ryzen",Laptop HP Ryzen 3. Económica y confiable para uso diario.,12
Laptop HP i3,Intel Core i3 N305 8GB DDR4 512GB SSD 14 FHD FreeDOS Silver,1230000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-hp.webp,"laptop,hp,intel,i3",Laptop HP con Intel Core i3. Ideal para estudiantes y oficina.,10
Laptop HP 2 en 1,Intel Core 7 150U 16GB DDR5 512GB SSD 14 2K Touch Windows 11 Silver,2669000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-hp-2en1.webp,"laptop,hp,2en1,touch",Laptop HP 2 en 1 con pantalla táctil. Versatilidad máxima.,5
Laptop HP Ryzen 7,AMD Ryzen 7 7730U 16GB DDR4 512GB SSD 15.6 FHD FreeDOS Dorado cálido,1699000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-hp.webp,"laptop,hp,ryzen7",Laptop HP Ryzen 7 en color dorado. Estilo y rendimiento.,6
Laptop HP Gaming i5,Intel Core i5-1250H 8GB DDR4 512GB SSD 15.6 FHD RTX 2050 4GB Windows 11 Mica Silver,2199000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-hp-gaming.webp,"laptop,hp,gaming,intel,i5",Laptop HP gaming con RTX 2050. Perfecto para juegos casuales.,7
Laptop Acer Intel Core 5,Intel Core 5 120U 16GB LPDDR5 512GB SSD 15.6 FHD IPS Linux Steel Gray,1715000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-acer.webp,"laptop,acer,intel",Laptop Acer con Intel Core 5. Pantalla IPS de calidad.,8
Laptop Acer Ryzen 7,AMD Ryzen 7 7500U 16GB DDR4 1TB SSD 15.6 FHD IPS Windows 11 Home Silver,2072000,COP,PHYSICAL,AVAILABLE,/fotos/laptop-acer.webp,"laptop,acer,ryzen7",Laptop Acer Ryzen 7 con Windows 11. Lista para usar.,6
MacBook Pro M4,M4 Pro Max 24GB RAM 512GB SSD 14 Retina XDR macOS Space Black,9799000,COP,PHYSICAL,AVAILABLE,/fotos/macbook-pro.webp,"apple,macbook,m4,pro",MacBook Pro con chip M4. Lo mejor de Apple para profesionales.,3